learner_id,event_date,grade,subject,activity_type,learning_style,connectivity,session_minutes,attempts,hints_used,accuracy,mastery_before,mastery_after,inactivity_days,completed,needs_remediation,origin
ELV-4f293deefb,2026-02-02,3e,Physique-Chimie,laboratory,visuel,bonne,32,2,2,0.5163,0.5031,0.6334,1,1,1,synthetic
ELV-4f293deefb,2026-01-24,3e,SVT,laboratory,visuel,bonne,24,1,1,0.7639,0.6441,0.7708,13,1,0,synthetic
ELV-4f293deefb,2026-02-10,3e,Mathématiques,exercise,visuel,bonne,23,2,2,0.3228,0.3279,0.3933,2,1,1,synthetic
ELV-4f293deefb,2026-02-17,3e,Physique-Chimie,course,visuel,bonne,39,2,2,0.5487,0.5082,0.5936,1,1,1,synthetic
ELV-63b2e487ad,2026-01-09,Terminale D,Physique-Chimie,course,visuel,bonne,32,4,0,0.5797,0.4824,0.5876,16,1,1,synthetic
ELV-63b2e487ad,2026-01-13,Terminale D,SVT,exercise,visuel,bonne,36,2,2,0.4573,0.4523,0.4879,4,1,1,synthetic
ELV-63b2e487ad,2026-01-18,Terminale D,Mathématiques,exam,visuel,bonne,18,2,2,0.6141,0.5252,0.6007,2,1,0,synthetic
ELV-63b2e487ad,2026-02-01,Terminale D,Physique-Chimie,exercise,visuel,bonne,22,1,1,0.6541,0.4835,0.5797,15,1,1,synthetic
ELV-63b2e487ad,2026-02-06,Terminale D,SVT,course,visuel,bonne,17,2,1,0.8127,0.6044,0.6988,0,1,0,synthetic
ELV-63b2e487ad,2026-01-20,Terminale D,Mathématiques,exercise,visuel,bonne,39,3,1,0.6143,0.4871,0.563,5,1,1,synthetic
ELV-63b2e487ad,2026-02-07,Terminale D,Physique-Chimie,course,visuel,bonne,24,3,1,0.5862,0.4359,0.5181,10,1,1,synthetic
ELV-63b2e487ad,2026-02-25,Terminale D,SVT,laboratory,visuel,bonne,33,2,1,0.62,0.4591,0.5722,3,1,1,synthetic
ELV-e24c65c7f1,2026-01-07,3e,SVT,course,pratique,moyenne,28,4,2,0.5559,0.4768,0.6015,24,1,1,synthetic
ELV-e24c65c7f1,2026-01-12,3e,Mathématiques,exam,pratique,moyenne,25,3,1,0.3381,0.3367,0.4047,6,1,1,synthetic
ELV-e24c65c7f1,2026-01-12,3e,Physique-Chimie,exercise,pratique,moyenne,26,2,1,0.738,0.535,0.6313,10,1,0,synthetic
ELV-e24c65c7f1,2026-01-21,3e,SVT,exam,pratique,moyenne,31,2,2,0.5047,0.5015,0.5437,7,1,1,synthetic
ELV-e24c65c7f1,2026-01-26,3e,Mathématiques,exam,pratique,moyenne,20,1,2,0.5048,0.5537,0.5931,10,0,1,synthetic
ELV-e24c65c7f1,2026-02-16,3e,Physique-Chimie,course,pratique,moyenne,34,1,1,0.7687,0.5702,0.6961,12,1,0,synthetic
ELV-e24c65c7f1,2026-01-24,3e,SVT,exercise,pratique,moyenne,30,3,1,0.7992,0.6192,0.7065,2,0,0,synthetic
ELV-e24c65c7f1,2026-02-02,3e,Mathématiques,course,pratique,moyenne,40,1,2,0.5797,0.435,0.5233,5,1,1,synthetic
ELV-28b0c2c1a1,2026-01-05,3e,Mathématiques,exercise,visuel,moyenne,11,2,2,0.4962,0.5797,0.6716,2,1,1,synthetic
ELV-28b0c2c1a1,2026-01-12,3e,Physique-Chimie,course,visuel,moyenne,20,2,1,0.7384,0.7379,0.8617,5,1,0,synthetic
ELV-28b0c2c1a1,2026-01-15,3e,SVT,course,visuel,moyenne,24,1,1,0.6818,0.6472,0.6933,6,1,0,synthetic
ELV-28b0c2c1a1,2026-01-29,3e,Mathématiques,exercise,visuel,moyenne,30,1,1,0.8923,0.8124,0.9223,7,1,0,synthetic
ELV-28b0c2c1a1,2026-02-03,3e,Physique-Chimie,exam,visuel,moyenne,30,1,2,0.7842,0.7079,0.7734,15,1,1,synthetic
ELV-28b0c2c1a1,2026-02-06,3e,SVT,exercise,visuel,moyenne,21,1,1,1.0,0.8968,1.0,3,1,0,synthetic
ELV-28b0c2c1a1,2026-02-25,3e,Mathématiques,exercise,visuel,moyenne,29,1,2,0.7538,0.6745,0.7552,0,1,0,synthetic
ELV-28b0c2c1a1,2026-03-04,3e,Physique-Chimie,laboratory,visuel,moyenne,54,3,2,0.7057,0.5671,0.6522,15,1,1,synthetic
ELV-b389561db9,2026-01-09,3e,Physique-Chimie,exercise,pratique,moyenne,40,3,1,0.573,0.3433,0.4646,5,1,1,synthetic
ELV-b389561db9,2026-01-12,3e,SVT,exercise,pratique,moyenne,37,3,2,0.4517,0.3873,0.408,0,1,1,synthetic
ELV-b389561db9,2026-01-20,3e,Mathématiques,course,pratique,moyenne,43,2,3,0.3392,0.242,0.278,0,1,1,synthetic
ELV-b389561db9,2026-01-30,3e,Physique-Chimie,exercise,pratique,moyenne,33,3,2,0.3321,0.2747,0.298,2,1,1,synthetic
ELV-b389561db9,2026-01-29,3e,SVT,exercise,pratique,moyenne,32,3,1,0.6676,0.5005,0.6294,9,0,0,synthetic
ELV-b389561db9,2026-02-08,3e,Mathématiques,exercise,pratique,moyenne,22,3,2,0.4742,0.4659,0.5358,2,0,1,synthetic
ELV-b389561db9,2026-02-11,3e,Physique-Chimie,exam,pratique,moyenne,39,3,2,0.4558,0.3219,0.416,1,0,1,synthetic
ELV-b389561db9,2026-01-26,3e,SVT,laboratory,pratique,moyenne,19,3,2,0.4602,0.3587,0.4389,3,1,1,synthetic
ELV-eca93c0849,2026-01-06,3e,SVT,course,auditif,bonne,38,3,2,0.678,0.4623,0.5378,10,1,1,synthetic
ELV-eca93c0849,2026-01-13,3e,Mathématiques,exercise,auditif,bonne,25,3,2,0.4839,0.3433,0.3933,10,0,1,synthetic
ELV-eca93c0849,2026-01-17,3e,Physique-Chimie,laboratory,auditif,bonne,35,3,2,0.6845,0.511,0.6326,7,1,0,synthetic
ELV-eca93c0849,2026-01-23,3e,SVT,exercise,auditif,bonne,25,2,1,0.5454,0.4947,0.6018,18,1,1,synthetic
ELV-eca93c0849,2026-01-22,3e,Mathématiques,exercise,auditif,bonne,15,1,4,0.3779,0.3924,0.4466,21,1,1,synthetic
ELV-eca93c0849,2026-02-04,3e,Physique-Chimie,exam,auditif,bonne,33,3,3,0.403,0.2875,0.3224,3,0,1,synthetic
ELV-eca93c0849,2026-01-24,3e,SVT,exercise,auditif,bonne,33,3,2,0.6013,0.4585,0.5105,6,1,1,synthetic
ELV-eca93c0849,2026-03-05,3e,Mathématiques,course,auditif,bonne,30,3,3,0.451,0.4455,0.5079,35,1,1,synthetic
ELV-cdc87ac308,2026-01-07,Terminale C,Mathématiques,exercise,visuel,bonne,38,1,1,1.0,0.9322,1.0,1,1,0,synthetic
ELV-cdc87ac308,2026-01-12,Terminale C,Physique-Chimie,laboratory,visuel,bonne,24,2,1,1.0,1.0,1.0,22,1,1,synthetic
ELV-cdc87ac308,2026-01-19,Terminale C,SVT,course,visuel,bonne,23,1,0,1.0,1.0,1.0,6,1,0,synthetic
ELV-cdc87ac308,2026-01-18,Terminale C,Mathématiques,laboratory,visuel,bonne,43,2,0,1.0,0.9766,1.0,2,1,0,synthetic
ELV-cdc87ac308,2026-02-03,Terminale C,Physique-Chimie,exam,visuel,bonne,20,1,1,0.9277,0.9448,1.0,2,1,0,synthetic
ELV-cdc87ac308,2026-02-05,Terminale C,SVT,exercise,visuel,bonne,38,1,0,1.0,1.0,1.0,5,1,0,synthetic
ELV-cdc87ac308,2026-02-24,Terminale C,Mathématiques,course,visuel,bonne,30,2,0,1.0,0.8829,1.0,3,1,0,synthetic
ELV-cdc87ac308,2026-02-05,Terminale C,Physique-Chimie,exercise,visuel,bonne,17,2,0,1.0,1.0,1.0,11,1,0,synthetic
ELV-c5a250b44a,2026-01-05,Terminale C,Physique-Chimie,exam,auditif,bonne,20,2,2,0.6841,0.5998,0.6688,0,1,0,synthetic
ELV-c5a250b44a,2026-01-10,Terminale C,SVT,exercise,auditif,bonne,25,1,2,0.6787,0.674,0.7279,2,1,0,synthetic
ELV-c5a250b44a,2026-01-23,Terminale C,Mathématiques,exam,auditif,bonne,27,2,1,0.7741,0.6302,0.7334,6,1,0,synthetic
ELV-c5a250b44a,2026-01-28,Terminale C,Physique-Chimie,exam,auditif,bonne,30,2,1,0.7506,0.636,0.7412,1,1,0,synthetic
ELV-c5a250b44a,2026-01-28,Terminale C,SVT,exercise,auditif,bonne,18,1,1,0.9422,0.7898,0.946,0,1,0,synthetic
ELV-c5a250b44a,2026-02-13,Terminale C,Mathématiques,exercise,auditif,bonne,20,1,2,0.7158,0.538,0.647,2,1,0,synthetic
ELV-c5a250b44a,2026-01-29,Terminale C,Physique-Chimie,exercise,auditif,bonne,27,3,1,0.7072,0.6633,0.76,4,1,0,synthetic
ELV-c5a250b44a,2026-02-03,Terminale C,SVT,course,auditif,bonne,31,1,2,0.5643,0.5409,0.6306,13,0,0,synthetic
ELV-9162ac69e1,2026-01-06,Terminale D,SVT,laboratory,auditif,faible,23,1,1,0.667,0.7237,0.8313,11,0,0,synthetic
ELV-9162ac69e1,2026-01-13,Terminale D,Mathématiques,exercise,auditif,faible,27,1,2,0.497,0.4748,0.558,10,1,1,synthetic
ELV-9162ac69e1,2026-01-15,Terminale D,Physique-Chimie,course,auditif,faible,42,3,4,0.3325,0.3772,0.44,2,0,1,synthetic
ELV-9162ac69e1,2026-01-16,Terminale D,SVT,course,auditif,faible,23,2,2,0.6597,0.6025,0.6695,4,1,0,synthetic
ELV-9162ac69e1,2026-01-17,Terminale D,Mathématiques,exercise,auditif,faible,48,4,2,0.6483,0.5312,0.628,1,1,0,synthetic
ELV-9162ac69e1,2026-02-04,Terminale D,Physique-Chimie,laboratory,auditif,faible,20,2,1,0.614,0.5901,0.6943,71,1,1,synthetic
ELV-9162ac69e1,2026-01-31,Terminale D,SVT,laboratory,auditif,faible,25,2,2,0.7468,0.6364,0.7571,1,1,0,synthetic
ELV-9162ac69e1,2026-03-05,Terminale D,Mathématiques,laboratory,auditif,faible,34,2,3,0.5904,0.4851,0.6217,13,0,0,synthetic
ELV-8d7470d8c8,2026-01-09,Terminale C,Mathématiques,exercise,visuel,moyenne,25,1,2,0.602,0.472,0.5329,10,0,1,synthetic
ELV-8d7470d8c8,2026-01-10,Terminale C,Physique-Chimie,course,visuel,moyenne,34,2,2,0.6052,0.5437,0.5951,6,1,1,synthetic
ELV-8d7470d8c8,2026-01-16,Terminale C,SVT,exam,visuel,moyenne,20,1,2,0.5787,0.5973,0.6816,5,1,0,synthetic
ELV-8d7470d8c8,2026-01-28,Terminale C,Mathématiques,exam,visuel,moyenne,29,1,0,0.9416,0.7447,0.9062,2,1,0,synthetic
ELV-8d7470d8c8,2026-01-22,Terminale C,Physique-Chimie,laboratory,visuel,moyenne,17,2,1,0.6024,0.4572,0.5619,0,0,1,synthetic
ELV-8d7470d8c8,2026-02-10,Terminale C,SVT,exercise,visuel,moyenne,33,1,1,0.8272,0.6605,0.756,11,1,0,synthetic
ELV-8d7470d8c8,2026-02-13,Terminale C,Mathématiques,exercise,visuel,moyenne,34,3,3,0.3953,0.4071,0.5006,10,1,1,synthetic
ELV-8d7470d8c8,2026-02-23,Terminale C,Physique-Chimie,course,visuel,moyenne,21,1,2,0.7563,0.6854,0.7507,3,1,0,synthetic
ELV-e98f1c1d1a,2026-01-06,Terminale D,Physique-Chimie,laboratory,auditif,moyenne,26,1,2,0.5089,0.3173,0.4042,5,1,1,synthetic
ELV-e98f1c1d1a,2026-01-11,Terminale D,SVT,course,auditif,moyenne,44,5,2,0.5781,0.459,0.4865,4,1,1,synthetic
ELV-e98f1c1d1a,2026-01-19,Terminale D,Mathématiques,laboratory,auditif,moyenne,29,3,2,0.3269,0.2013,0.2786,4,1,1,synthetic
ELV-e98f1c1d1a,2026-01-22,Terminale D,Physique-Chimie,exercise,auditif,moyenne,32,3,3,0.1702,0.1884,0.2441,3,1,1,synthetic
ELV-e98f1c1d1a,2026-02-06,Terminale D,SVT,exam,auditif,moyenne,28,3,3,0.2927,0.2129,0.2992,1,0,1,synthetic
ELV-e98f1c1d1a,2026-01-27,Terminale D,Mathématiques,course,auditif,moyenne,31,3,3,0.2212,0.1563,0.1647,2,0,1,synthetic
ELV-e98f1c1d1a,2026-02-20,Terminale D,Physique-Chimie,laboratory,auditif,moyenne,26,4,2,0.5181,0.3367,0.4466,11,1,1,synthetic
ELV-e98f1c1d1a,2026-03-04,Terminale D,SVT,exercise,auditif,moyenne,26,5,2,0.3386,0.3203,0.358,3,1,1,synthetic
ELV-67f7a3c4b2,2026-01-06,3e,SVT,exercise,auditif,bonne,25,2,0,0.9886,0.6862,0.7814,6,1,0,synthetic
ELV-67f7a3c4b2,2026-01-12,3e,Mathématiques,exercise,auditif,bonne,32,3,2,0.5457,0.402,0.4481,3,0,1,synthetic
ELV-67f7a3c4b2,2026-01-15,3e,Physique-Chimie,exam,auditif,bonne,13,1,1,0.8961,0.7362,0.8132,4,1,0,synthetic
ELV-67f7a3c4b2,2026-01-24,3e,SVT,exam,auditif,bonne,32,2,1,0.8647,0.7382,0.8194,3,1,0,synthetic
ELV-67f7a3c4b2,2026-01-30,3e,Mathématiques,course,auditif,bonne,19,2,2,0.558,0.5379,0.6292,1,1,0,synthetic
ELV-67f7a3c4b2,2026-01-20,3e,Physique-Chimie,laboratory,auditif,bonne,42,3,0,0.781,0.6054,0.7416,4,1,0,synthetic
ELV-67f7a3c4b2,2026-02-04,3e,SVT,exam,auditif,bonne,26,2,1,0.7313,0.5846,0.6446,28,1,1,synthetic
ELV-67f7a3c4b2,2026-02-09,3e,Mathématiques,course,auditif,bonne,29,2,2,0.4445,0.4482,0.4829,0,1,1,synthetic
ELV-b2826378c6,2026-01-07,3e,Mathématiques,exam,pratique,bonne,25,4,2,0.4047,0.3424,0.3419,4,1,1,synthetic
ELV-b2826378c6,2026-01-15,3e,Physique-Chimie,course,pratique,bonne,23,2,2,0.4492,0.3775,0.4161,18,1,1,synthetic
ELV-b2826378c6,2026-01-16,3e,SVT,course,pratique,bonne,27,1,3,0.545,0.4437,0.522,3,1,1,synthetic
ELV-b2826378c6,2026-01-17,3e,Mathématiques,exercise,pratique,bonne,31,3,2,0.5174,0.4103,0.4763,6,1,1,synthetic
ELV-b2826378c6,2026-01-29,3e,Physique-Chimie,course,pratique,bonne,44,2,2,0.5032,0.3994,0.4613,3,0,1,synthetic
ELV-b2826378c6,2026-01-24,3e,SVT,exam,pratique,bonne,25,2,3,0.4224,0.3603,0.4172,3,1,1,synthetic
ELV-b2826378c6,2026-02-17,3e,Mathématiques,exercise,pratique,bonne,39,2,2,0.323,0.2945,0.3322,18,0,1,synthetic
ELV-b2826378c6,2026-02-16,3e,Physique-Chimie,course,pratique,bonne,18,2,2,0.3966,0.4343,0.4833,4,1,1,synthetic
ELV-d926627cb8,2026-01-09,3e,Physique-Chimie,exam,pratique,moyenne,31,3,2,0.5848,0.4616,0.5606,4,1,1,synthetic
ELV-d926627cb8,2026-01-11,3e,SVT,course,pratique,moyenne,24,2,1,0.7529,0.7027,0.8268,6,0,0,synthetic
ELV-d926627cb8,2026-01-20,3e,Mathématiques,exercise,pratique,moyenne,35,4,2,0.6989,0.6085,0.6878,1,1,0,synthetic
ELV-d926627cb8,2026-01-22,3e,Physique-Chimie,laboratory,pratique,moyenne,27,3,2,0.6565,0.5002,0.6189,5,1,0,synthetic
ELV-d926627cb8,2026-01-29,3e,SVT,laboratory,pratique,moyenne,47,2,1,0.7703,0.5993,0.7668,4,1,0,synthetic
ELV-d926627cb8,2026-01-29,3e,Mathématiques,course,pratique,moyenne,27,2,2,0.4354,0.4509,0.4742,8,1,1,synthetic
ELV-d926627cb8,2026-02-26,3e,Physique-Chimie,course,pratique,moyenne,21,1,2,0.4864,0.5019,0.5795,3,1,1,synthetic
ELV-d926627cb8,2026-02-09,3e,SVT,course,pratique,moyenne,16,2,0,0.688,0.5187,0.5911,2,1,1,synthetic
ELV-200644a6bc,2026-01-05,Terminale D,SVT,laboratory,visuel,moyenne,32,3,0,0.9946,0.6785,0.853,2,1,0,synthetic
ELV-200644a6bc,2026-01-14,Terminale D,Mathématiques,exercise,visuel,moyenne,32,3,2,0.7702,0.6643,0.7441,3,1,0,synthetic
ELV-200644a6bc,2026-01-16,Terminale D,Physique-Chimie,exercise,visuel,moyenne,31,2,0,0.7974,0.6878,0.8065,4,0,0,synthetic
ELV-200644a6bc,2026-01-17,Terminale D,SVT,exam,visuel,moyenne,31,1,0,0.8104,0.7129,0.8223,28,1,1,synthetic
ELV-200644a6bc,2026-02-03,Terminale D,Mathématiques,exercise,visuel,moyenne,34,2,2,0.7246,0.6027,0.7363,46,1,1,synthetic
ELV-200644a6bc,2026-01-25,Terminale D,Physique-Chimie,exercise,visuel,moyenne,27,1,1,0.9057,0.7396,0.869,4,1,0,synthetic
ELV-200644a6bc,2026-01-29,Terminale D,SVT,exercise,visuel,moyenne,36,1,0,0.7601,0.6903,0.8231,35,1,1,synthetic
ELV-200644a6bc,2026-02-25,Terminale D,Mathématiques,exercise,visuel,moyenne,28,2,1,0.7333,0.6425,0.7312,5,1,0,synthetic
ELV-5c1fb6b976,2026-01-08,Terminale D,Mathématiques,course,auditif,moyenne,16,1,1,0.7281,0.6957,0.7832,15,1,1,synthetic
ELV-5c1fb6b976,2026-01-14,Terminale D,Physique-Chimie,exercise,auditif,moyenne,25,2,1,0.7992,0.7742,0.9,0,1,0,synthetic
ELV-5c1fb6b976,2026-01-21,Terminale D,SVT,exam,auditif,moyenne,35,2,2,0.8449,0.7175,0.8039,0,0,0,synthetic
ELV-5c1fb6b976,2026-01-29,Terminale D,Mathématiques,exercise,auditif,moyenne,30,2,1,0.9409,0.7802,0.8873,9,1,0,synthetic
ELV-5c1fb6b976,2026-02-06,Terminale D,Physique-Chimie,course,auditif,moyenne,31,1,0,0.888,0.8151,0.9316,1,1,0,synthetic
ELV-5c1fb6b976,2026-02-12,Terminale D,SVT,exercise,auditif,moyenne,35,2,1,0.8198,0.7318,0.8523,6,1,0,synthetic
ELV-5c1fb6b976,2026-02-08,Terminale D,Mathématiques,course,auditif,moyenne,29,2,0,0.8406,0.7814,0.8957,7,1,0,synthetic
ELV-5c1fb6b976,2026-02-23,Terminale D,Physique-Chimie,exercise,auditif,moyenne,23,2,2,0.6715,0.6499,0.7618,34,1,1,synthetic
ELV-229f111dd5,2026-01-07,3e,Physique-Chimie,exam,pratique,bonne,33,3,2,0.5866,0.487,0.5438,15,1,1,synthetic
ELV-229f111dd5,2026-01-09,3e,SVT,exercise,pratique,bonne,25,2,2,0.7023,0.6279,0.6835,10,1,0,synthetic
ELV-229f111dd5,2026-01-25,3e,Mathématiques,course,pratique,bonne,34,2,2,0.6801,0.508,0.5973,3,1,1,synthetic
ELV-229f111dd5,2026-01-14,3e,Physique-Chimie,exam,pratique,bonne,38,3,1,0.7493,0.6119,0.7106,3,1,0,synthetic
ELV-229f111dd5,2026-01-23,3e,SVT,exercise,pratique,bonne,22,2,1,0.7751,0.6173,0.7436,2,1,0,synthetic
ELV-229f111dd5,2026-02-04,3e,Mathématiques,exam,pratique,bonne,25,1,1,0.8093,0.6067,0.7163,0,1,0,synthetic
ELV-229f111dd5,2026-02-23,3e,Physique-Chimie,course,pratique,bonne,30,1,1,0.6846,0.5417,0.645,1,1,0,synthetic
ELV-229f111dd5,2026-01-26,3e,SVT,course,pratique,bonne,41,2,3,0.2719,0.3233,0.3294,6,0,1,synthetic
ELV-b763277158,2026-01-08,Terminale C,SVT,laboratory,visuel,bonne,30,3,0,0.6713,0.4416,0.5853,7,1,1,synthetic
ELV-b763277158,2026-01-11,Terminale C,Mathématiques,exam,visuel,bonne,18,1,2,0.5048,0.4435,0.518,7,1,1,synthetic
ELV-b763277158,2026-01-19,Terminale C,Physique-Chimie,exam,visuel,bonne,34,3,1,0.5249,0.478,0.5254,14,1,1,synthetic
ELV-b763277158,2026-01-30,Terminale C,SVT,course,visuel,bonne,40,4,3,0.3434,0.2181,0.2271,2,0,1,synthetic
ELV-b763277158,2026-02-05,Terminale C,Mathématiques,course,visuel,bonne,30,3,2,0.4613,0.4649,0.5265,20,1,1,synthetic
ELV-b763277158,2026-02-15,Terminale C,Physique-Chimie,exercise,visuel,bonne,32,4,1,0.6244,0.4456,0.5272,8,0,1,synthetic
ELV-b763277158,2026-02-08,Terminale C,SVT,course,visuel,bonne,31,3,2,0.4674,0.3744,0.4778,10,1,1,synthetic
ELV-b763277158,2026-02-24,Terminale C,Mathématiques,exercise,visuel,bonne,27,3,1,0.5094,0.3932,0.5013,12,0,1,synthetic
ELV-157e4a2de7,2026-01-09,Terminale D,Mathématiques,course,auditif,bonne,20,2,2,0.6526,0.5636,0.6524,12,1,0,synthetic
ELV-157e4a2de7,2026-01-09,Terminale D,Physique-Chimie,exam,auditif,bonne,22,1,3,0.6534,0.6092,0.6768,6,1,0,synthetic
ELV-157e4a2de7,2026-01-16,Terminale D,SVT,course,auditif,bonne,24,1,0,0.6462,0.5738,0.669,3,1,0,synthetic
ELV-157e4a2de7,2026-01-15,Terminale D,Mathématiques,exercise,auditif,bonne,18,1,2,0.592,0.5553,0.6381,15,1,1,synthetic
ELV-157e4a2de7,2026-01-25,Terminale D,Physique-Chimie,exercise,auditif,bonne,22,2,2,0.5479,0.4059,0.4654,6,1,1,synthetic
ELV-157e4a2de7,2026-02-06,Terminale D,SVT,exercise,auditif,bonne,23,2,1,0.7362,0.7201,0.8544,0,1,0,synthetic
ELV-157e4a2de7,2026-02-19,Terminale D,Mathématiques,exam,auditif,bonne,32,2,3,0.5953,0.6188,0.6698,0,1,0,synthetic
ELV-157e4a2de7,2026-01-29,Terminale D,Physique-Chimie,exercise,auditif,bonne,25,1,1,0.8025,0.5857,0.6578,1,1,0,synthetic
ELV-56ceb7a061,2026-01-07,3e,Physique-Chimie,exam,auditif,moyenne,30,3,1,0.5585,0.423,0.4929,6,1,1,synthetic
ELV-56ceb7a061,2026-01-11,3e,SVT,exercise,auditif,moyenne,43,3,1,0.5923,0.4044,0.4554,3,1,1,synthetic
ELV-56ceb7a061,2026-01-17,3e,Mathématiques,course,auditif,moyenne,50,4,3,0.2977,0.1442,0.1294,2,0,1,synthetic
ELV-56ceb7a061,2026-01-25,3e,Physique-Chimie,exercise,auditif,moyenne,39,2,2,0.4341,0.3405,0.4007,5,1,1,synthetic
ELV-56ceb7a061,2026-02-08,3e,SVT,exercise,auditif,moyenne,35,3,2,0.5674,0.4129,0.4922,0,0,1,synthetic
ELV-56ceb7a061,2026-02-17,3e,Mathématiques,exam,auditif,moyenne,30,2,1,0.7104,0.4965,0.6186,0,1,0,synthetic
ELV-56ceb7a061,2026-02-01,3e,Physique-Chimie,exercise,auditif,moyenne,42,3,3,0.56,0.4103,0.4469,4,1,1,synthetic
ELV-56ceb7a061,2026-02-11,3e,SVT,exercise,auditif,moyenne,24,1,2,0.6112,0.5865,0.6587,3,1,0,synthetic
ELV-68cebb235b,2026-01-06,3e,SVT,exercise,visuel,moyenne,23,3,2,0.7365,0.6263,0.6765,11,1,0,synthetic
ELV-68cebb235b,2026-01-10,3e,Mathématiques,exam,visuel,moyenne,26,3,3,0.4203,0.446,0.4982,2,1,1,synthetic
ELV-68cebb235b,2026-01-15,3e,Physique-Chimie,course,visuel,moyenne,27,1,3,0.5246,0.4672,0.5122,0,1,1,synthetic
ELV-68cebb235b,2026-01-26,3e,SVT,exercise,visuel,moyenne,35,2,1,0.7275,0.6072,0.7435,1,1,0,synthetic
ELV-68cebb235b,2026-01-31,3e,Mathématiques,course,visuel,moyenne,32,4,2,0.489,0.4596,0.5261,1,1,1,synthetic
ELV-68cebb235b,2026-02-04,3e,Physique-Chimie,exercise,visuel,moyenne,34,3,1,0.6226,0.5658,0.6563,10,0,0,synthetic
ELV-68cebb235b,2026-02-01,3e,SVT,exercise,visuel,moyenne,19,1,2,0.7827,0.6262,0.7838,8,1,0,synthetic
ELV-68cebb235b,2026-03-04,3e,Mathématiques,exercise,visuel,moyenne,23,2,1,0.5679,0.4821,0.543,5,1,1,synthetic
ELV-755c8d0241,2026-01-07,Terminale C,Mathématiques,exercise,visuel,faible,31,3,1,0.6325,0.6735,0.7747,20,0,1,synthetic
ELV-755c8d0241,2026-01-12,Terminale C,Physique-Chimie,exam,visuel,faible,34,1,1,0.5677,0.6851,0.7265,1,0,0,synthetic
ELV-755c8d0241,2026-01-20,Terminale C,SVT,laboratory,visuel,faible,25,1,0,0.7117,0.7761,0.9256,4,1,0,synthetic
ELV-755c8d0241,2026-01-21,Terminale C,Mathématiques,exercise,visuel,faible,30,3,1,0.5852,0.6273,0.6903,9,0,0,synthetic
ELV-755c8d0241,2026-01-25,Terminale C,Physique-Chimie,course,visuel,faible,14,2,2,0.5208,0.5472,0.6114,9,1,1,synthetic
ELV-755c8d0241,2026-01-21,Terminale C,SVT,exercise,visuel,faible,43,2,1,0.6224,0.6564,0.7657,1,0,0,synthetic
ELV-755c8d0241,2026-02-25,Terminale C,Mathématiques,exercise,visuel,faible,26,2,2,0.483,0.6647,0.7737,8,1,1,synthetic
ELV-755c8d0241,2026-02-02,Terminale C,Physique-Chimie,exam,visuel,faible,30,1,0,0.9316,0.7276,0.8455,0,1,0,synthetic
ELV-b951b876ff,2026-01-06,Terminale C,Physique-Chimie,exercise,pratique,faible,34,1,0,0.846,0.7758,0.94,33,1,1,synthetic
ELV-b951b876ff,2026-01-11,Terminale C,SVT,exercise,pratique,faible,24,1,0,0.986,0.864,1.0,8,1,0,synthetic
ELV-b951b876ff,2026-01-15,Terminale C,Mathématiques,laboratory,pratique,faible,25,2,0,0.8798,0.8485,0.9951,5,1,0,synthetic
ELV-b951b876ff,2026-01-17,Terminale C,Physique-Chimie,exam,pratique,faible,20,1,1,0.8367,0.8352,0.9572,1,1,0,synthetic
ELV-b951b876ff,2026-02-07,Terminale C,SVT,course,pratique,faible,35,2,1,0.9417,0.8932,1.0,16,1,1,synthetic
ELV-b951b876ff,2026-02-13,Terminale C,Mathématiques,exam,pratique,faible,26,2,1,0.7032,0.6907,0.7853,16,0,1,synthetic
ELV-b951b876ff,2026-02-01,Terminale C,Physique-Chimie,exercise,pratique,faible,34,2,2,0.836,0.7651,0.8756,4,1,0,synthetic
ELV-b951b876ff,2026-02-24,Terminale C,SVT,exercise,pratique,faible,32,2,0,0.9362,0.934,1.0,0,1,0,synthetic
ELV-8b0a87d60d,2026-01-08,Terminale C,SVT,exercise,pratique,moyenne,26,2,2,0.5625,0.5965,0.6466,4,0,0,synthetic
ELV-8b0a87d60d,2026-01-13,Terminale C,Mathématiques,course,pratique,moyenne,22,1,2,0.6613,0.6197,0.7063,27,1,1,synthetic
ELV-8b0a87d60d,2026-01-13,Terminale C,Physique-Chimie,exam,pratique,moyenne,30,2,2,0.5852,0.6146,0.6991,3,1,0,synthetic
ELV-8b0a87d60d,2026-01-28,Terminale C,SVT,exam,pratique,moyenne,40,2,1,0.9197,0.8172,0.9139,9,1,0,synthetic
ELV-8b0a87d60d,2026-01-25,Terminale C,Mathématiques,exercise,pratique,moyenne,27,2,1,0.7411,0.6698,0.75,3,1,0,synthetic
ELV-8b0a87d60d,2026-02-06,Terminale C,Physique-Chimie,course,pratique,moyenne,37,1,1,0.7914,0.7235,0.8319,0,1,0,synthetic
ELV-8b0a87d60d,2026-01-27,Terminale C,SVT,course,pratique,moyenne,17,1,0,0.886,0.7598,0.9066,4,1,0,synthetic
ELV-8b0a87d60d,2026-02-17,Terminale C,Mathématiques,exercise,pratique,moyenne,38,2,0,0.7907,0.7261,0.8597,1,1,0,synthetic
ELV-822b1f71fa,2026-01-07,Terminale D,Mathématiques,laboratory,pratique,moyenne,37,1,0,1.0,1.0,1.0,18,1,1,synthetic
